CARRIER_IND,Carr,FLT,REPORT_DT,SCH_DPRT_STA_CD,Orig,SCH_ARRV_STA_CD,Dest,SCH_FLEET_TYPE_DSCR,ACT_FLEET_TYPE_DSCR,Gate,SCH_DPRT_DTMZ,SCH_ARRV_DTMZ,SCH_ARRV_DTML,SCH_DPRT_DTML,SCH_CD,DPRT_DELAY_MIN,ARRV_DELAY_MIN,BAG_CNT,CATEGORY,CNXL_CD,CS_D0,CS_RCMD_DPRT_DTMZ,CS_RCMD_DPRT_HOLD_MINUTES,D0,DELAY_CODE,D-OT,EQUIP_CONNECT_CD,EST_CNXL_PAX_CNT,ID,INTL,LEFT_OFF_BAG_CNT,MISCONNECT_CNT,OPER_DELAY_CODE,ORIG_Left_offs,PAX_CNT,PRIORITY_FLT_FLG,RAMP_TCI_DEN,RAMP_TCI_NUM,RETURN_TYPE_CD,SCH_FLEET_TYPE_SHORT_DSCR,Sta Dly,SUBCATEGORY,SUCCESS_CAT,SUCCESS_CD_DSCR,TOTAL_CONNECTIONS,TURN_TYPE,XFER_Left_offs,Area,ARRIVAL_LEG_FLIGHT_NUMBER,ARRIVAL_LEG_ORIGIN,ASM,ATW_Zone,ATW_Zone_Arrv,CG_ARRV_CNT,CG_ARRV_STD,CG_DPRT_CNT,CG_DPRT_STD,COMPLETION_DEN,COMPLETION_NUM,CONX_NRSA,CONX_POSITIVE,CONX_REV,CS_ARRV_CNT,CS_ARRV_STD,CS_DPRT_CNT,CS_DPRT_STD,CURRENT_DT,CURRENT_DTML,Customer_D0,Requotes Delay Reasons,DEP_ind,DEPARTURE_AVAILABLE_GROUND_MINUTES,DEPARTURE_MST_SUCCESS,DIVERT_REASON_CD,EST_ARRV_DTML,EST_ARRV_DTMZ,EST_DPRT_DTML,EST_DPRT_DTMZ,FIRST_VALET_BAG_ON_DTMZ,Hubs_Lines,LAST_UPDATED,LF_NUM,MARKET,MST_INDICATOR,OFF_DTMZ,ON_DTMZ,ORIG_BAGS,ORIG_NRSA,ORIG_POSITIVE,ORIG_REV,prev_act_arrv_dtl,prev_act_arrv_dtml,prev_act_arrv_dtmz,prev_act_arrv_dtz,prev_arrv_diff_minutes,prev_arrv_gate,prev_cnxl_cd,prev_company_id,prev_dprt_sta_cd,prev_flt_num,prev_report_dt,prev_sch_arrv_dtl,prev_sch_arrv_dtml,prev_sch_arrv_dtmz,prev_sch_arrv_dtz,prev_sch_dprt_sta_cd,Ramp_Business_Partner,RCA_25_Bag_Load_Perc,RCA_25_Boarding_Perc,RCA_50_Bag_Load_Perc,RCA_50_Boarding_Perc,RCA_75_Bag_Load_Perc,RCA_75_Boarding_Perc,RCA_95_Bag_Load_Perc,RCA_95_Boarding_Perc,RCA_Boarding_duration_seconds,RCA_company_material_boarded_pounds,RCA_express_freight_boarded_pounds,RCA_flight_notes,RCA_freight_boarded_pounds,RCA_international_mail_boarded_pounds,RCA Root Cause,RCA_Loading_duration_seconds,RCA_priority_mail_boarded_pounds,RCA_root_cause_1,RCA_root_cause_2,RCA_root_cause_3,RCA_total_bags,RCA_total_BE,RCA_total_cold_bags,RCA_total_gate_checks,RCA_total_hot_bags,RCA_total_local_bags,RCA_total_transfer_bags,RCA_wchr_count,RPM,SF_NUM,SLACK,SLACK_DEN,SOC_Zone,SOC_Zone_Arrv,TAXI_IN_MINUTES,TAXI_OUT_MINUTES,TOB_CNT,TOB_STD,TURN_LENGTH,XFER_BAGS,ZONES_COMBINED,ZONES_COMBINED_ARRV,ARRVregion,ARRVregion2,ARRVsubregion,ARRVsubregion2,DEPTregion,DEPTregion2,DEPTsubregion,DEPTsubregion2,TSA0,TSD0,TSIncludeExclude,Turn_Success,OA_Comp_City,_SYSTEM,SUB_REGION,SCH_FLTS,allFlights,24HourClock,String24HourClock,MainlineUAX,STAR-NonSTAR,Priority_ind,MST_Success_Indicator,Delay_flag,INT/DOM,Scheduled_Departure_Date,Early-OnTime,Month,Year,CUST_A14_NUM,TOTAL_PAX,DayofWeek,MST_MINS_BUCKT
ML,UA,58,4/7/2023,SFO,SFO,FRA,FRA,B777-300,B777-300,G10,4/7/2023 20:50,,4/8/2023 9:55,4/7/2023 13:50,S,5,-2,265,Late Opportunity, ,0,,0,0,UN,D-OT,O ,0,94570443,YES,0,0,  ,0,326,1,3,2, ,773,5,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,53,Standard,0,SFO,858,PVG,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,1262,0,,4/8/2023 9:56,,4/7/2023 13:50,,,Hubs,5/22/2023 1:30,322,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 16:48,4/6/2023 23:48,4/6/2023,23,G13,,UA,PVG,858,4/6/2023,4/6/2023,4/6/2023 16:25,4/6/2023 23:25,4/6/2023,PVG,United,14715,755,17010,1432,19393,1889.5,23790,2180.5,,5,31,,32557,0,Catering,23871,0,Aircraft_Door_Close,Potable_Water_Off,Boarding_Start,273,,47,27,0,199,47,7,0,326,0,0,5,5,10,28,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,GERMANY,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,326,326,Fri,0
ML,UA,930,4/7/2023,SFO,SFO,LHR,LHR,B787-9,B787-9,G10,4/8/2023 2:50,,4/8/2023 14:10,4/7/2023 19:50,S,1,-1,141,Late Opportunity, ,0,,0,0,RB,D-OT,O ,0,94570467,YES,0,2,  ,0,248,1,3,2, ,789,1,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,6,Standard,0,SFO,28,SIN,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,2831,0,,4/8/2023 14:11,,4/7/2023 19:50,,,Hubs,5/22/2023 1:30,248,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 20:39,4/6/2023 3:39,4/6/2023,-11,G5,,UA,SIN,28,4/5/2023,4/5/2023,4/5/2023 20:50,4/6/2023 3:50,4/6/2023,SIN,United,9792,673.5,11291,1105,12745,1390.75,14423,1676.2,,190,0,,2270,0,Cargo Door Shut,18586,0,Cargo_Door_Close,,,142,,1,4,0,135,3,3,0,248,0,0,5,5,6,21,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,248,248,Fri,0
ML,UA,875,4/7/2023,SFO,SFO,HND,HND,B777-200,B777-200,G12,4/7/2023 17:45,,4/8/2023 13:55,4/7/2023 10:45,S,3,59,229,Late Opportunity, ,0,4/7/2023 17:45,0,0,OX,Late,O ,0,94570490,YES,0,2,  ,0,275,1,1,1, ,777,3,Defect - Customer,Process - controllable,OX - Connection Saver,35,Standard,0,SFO,2729,AMA,0,Z5,No Zone,,,,,1,1,,,,,,,,,,0,,Arrived,2230,0,,4/8/2023 14:54,,4/7/2023 10:45,,,Hubs,5/22/2023 1:30,270,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 21:35,4/6/2023 4:35,4/6/2023,749,HOLD1,,UA,AMA,2729,4/5/2023,4/5/2023,4/5/2023 9:06,4/5/2023 16:06,4/5/2023,AMA,United,7322,719,9160,1337,11215,1602,16272,1949.4,,2360,0,,0,264,Customer Hold,16751,0,Boarding_Start,Lav_Services_Off,Aircraft_Door_Close,203,,31,21,7,144,38,0,0,275,0,0,5,8,11,29,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-No Zone,BTW-No Zone,SOC-8",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,JAPAN REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,275,Fri,0
ML,UA,115,4/7/2023,SFO,SFO,PPT,PPT,B787-9,B787-9,G6,4/7/2023 20:20,,4/7/2023 18:55,4/7/2023 13:20,S,0,-7,184,Successful, ,1,4/7/2023 20:21,1,1,  ,OT,O ,0,94570505,YES,0,0,  ,0,235,0,3,3, ,789,0,Successful,,,44,Standard,0,SFO,114,PPT,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,284,0,,4/7/2023 18:53,,4/7/2023 13:20,,,Hubs,5/22/2023 1:30,228,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 8:36,4/7/2023 15:36,4/7/2023,16,G6,,UA,PPT,114,4/6/2023,4/7/2023,4/7/2023 8:20,4/7/2023 15:20,4/7/2023,PPT,United,8320,412.5,10397,886,13681,1227,14939,1544.6,,53,97,,5600,80,,15539,0,,,,152,,32,2,6,109,41,0,0,235,0,0,5,5,2,40,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/7/2023,1,Apr,2023,235,235,Fri,0
ML,UA,990,4/7/2023,SFO,SFO,CDG,CDG,B777-200,B777-200,G3,4/7/2023 21:35,,4/8/2023 10:25,4/7/2023 14:35,S,4,8,178,Late Opportunity, ,0,,0,0,RB,D-OT,O ,0,94570542,YES,0,0,  ,0,264,1,3,2, ,777,4,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,28,Standard,0,SFO,395,EWR,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,1065,0,,4/8/2023 10:33,,4/7/2023 14:35,,,Hubs,5/22/2023 1:30,262,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 20:50,4/7/2023 3:50,4/7/2023,29,F22,,UA,EWR,395,4/6/2023,4/6/2023,4/6/2023 20:21,4/7/2023 3:21,4/7/2023,EWR,United,12874,649,14414,1007,15650,1299,20994,1562,,5,2,,4352,0,Cargo Door Shut,21592,0,Cargo_Door_Close,,,180,,20,8,0,152,20,1,0,264,0,0,5,3,11,33,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,264,264,Fri,0
ML,UA,863,4/7/2023,SFO,SFO,SYD,SYD,B777-300,B777-300,G7,4/8/2023 5:45,,4/9/2023 7:00,4/7/2023 22:45,S,76,63,176,Late Opportunity, ,0,,0,0,TA,Late,T ,0,94570586,YES,0,0,  ,0,175,0,1,1, ,773,76,Defect - Customer,Aircraft - uncontrollable,TA - Aircraft Servicing,73,Standard,0,SFO,878,HKG,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,207,0,,4/9/2023 8:05,,4/7/2023 23:59,,,Hubs,5/22/2023 1:30,166,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 19:18,4/8/2023 2:18,4/8/2023,-47,G7,,UA,HKG,878,4/7/2023,4/7/2023,4/7/2023 20:05,4/8/2023 3:05,4/8/2023,HKG,United,3783,347,6935,599,10744,885,12180,1427,,23,172,,9128,696,MX,14132,0,MRD_Upload,Aircraft_Door_Close,Boarding_End,144,,50,4,4,82,58,0,0,175,72,1,5,5,4,32,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 PM,22,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,175,Fri,0
ML,UA,857,4/7/2023,SFO,SFO,PVG,PVG,B777-300,B777-300,G8,4/7/2023 19:55,,4/8/2023 17:45,4/7/2023 12:55,S,50,71,386,Late Opportunity, ,0,4/7/2023 19:58,3,0,XK,Late,O ,0,94570593,YES,0,0,  ,0,335,1,2,2, ,773,50,Defect - Customer,ATC,XK - Aircraft Late at Gate Due to Gate Availability,114,Standard,0,SFO,396,HNL,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,393,0,,4/8/2023 18:56,,4/7/2023 13:35,,,Hubs,5/22/2023 1:30,326,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 6:22,4/7/2023 13:22,4/7/2023,-13,F19,,UA,HNL,396,4/6/2023,4/7/2023,4/7/2023 6:35,4/7/2023 13:35,4/7/2023,HNL,United,7790,505.25,9161,912,13019,1207,17816,1566.85,,24,735,,13191,6797,Potable Water,19538,0,Potable_Water_Off,Tow_Compliance,MRD_Upload,403,,100,16,32,254,133,4,0,335,0,0,5,3,12,33,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,12:00 PM,12,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,335,Fri,0
ML,UA,29,4/7/2023,SFO,SFO,SIN,SIN,B787-9,B787-9,G1,4/7/2023 17:50,,4/8/2023 18:45,4/7/2023 10:50,S,42,34,217,Late Opportunity, ,0,4/7/2023 17:51,1,0,TA,Late,T ,0,94570610,YES,0,4,  ,0,233,1,2,2, ,789,42,Defect - Customer,Aircraft - uncontrollable,TA - Aircraft Servicing,110,Standard,0,SFO,2,SIN,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,116,0,,4/8/2023 19:18,,4/7/2023 11:20,,,Hubs,5/22/2023 1:30,226,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 8:54,4/7/2023 15:54,4/7/2023,4,G1,,UA,SIN,2,4/7/2023,4/7/2023,4/7/2023 8:50,4/7/2023 15:50,4/7/2023,SIN,United,1241,380.75,3674,594,5697,773.75,7026,1218.8,,116,105,,858,0,MX,7632,0,Boarding_Start,After_Door_Close,Cleaners_Off,131,,41,0,36,54,77,5,0,233,16,1,5,5,7,41,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Include,0,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,233,Fri,0
ML,UA,837,4/7/2023,SFO,SFO,NRT,NRT,B777-200,B777-200,G4,4/7/2023 18:35,,4/8/2023 14:45,4/7/2023 11:35,S,24,61,219,Late Opportunity, ,0,,0,0,CR,Late,O ,0,94570618,YES,0,0,  ,0,272,0,2,2, ,777,24,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,83,Standard,0,SFO,1209,EWR,0,Z5,No Zone,,,,,1,1,,,,,,,,,,0,,Arrived,804,0,,4/8/2023 15:46,,4/7/2023 12:00,,,Hubs,5/22/2023 1:30,267,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 22:11,4/7/2023 5:11,4/7/2023,53,F15,,UA,EWR,1209,4/6/2023,4/6/2023,4/6/2023 21:18,4/7/2023 4:18,4/7/2023,EWR,United,6322,480,9449,897,10902,1240.5,14242,1556.6,,5,113,,17130,10,PPBM,14254,0,Cargo_Door_Close,Boarding_Start,Aircraft_Door_Close,197,,93,0,1,103,94,4,0,272,0,0,5,3,5,38,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-No Zone,BTW-No Zone,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,JAPAN REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,11:00 AM,11,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,272,Fri,0
ML,UA,194,4/7/2023,SFO,SFO,MUC,MUC,B777-200,B777-200,G5,4/7/2023 20:25,,4/8/2023 9:45,4/7/2023 13:25,S,6,28,216,Late Opportunity, ,0,,0,0,CL,Late,T ,0,94570626,YES,0,0,  ,0,268,1,3,2, ,777,6,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,53,Standard,0,SFO,34,KIX,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,131,0,,4/8/2023 10:14,,4/7/2023 13:35,,,Hubs,5/22/2023 1:30,268,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 11:14,4/7/2023 18:14,4/7/2023,9,G5,,UA,KIX,34,4/7/2023,4/7/2023,4/7/2023 11:05,4/7/2023 18:05,4/7/2023,KIX,United,891,615,2376,1023,5933,1372,7701,1701.2,,5,0,,1600,0,Late Cabin Cleaning - Off,7946,0,Cleaners_Off,Cabin_Security,,115,,9,17,4,85,13,4,0,268,26,1,5,5,5,39,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Include,0,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,268,Fri,0
ML,UA,948,4/7/2023,SFO,SFO,LHR,LHR,B777-200,B777-200,G7,4/7/2023 23:00,,4/8/2023 10:25,4/7/2023 16:00,S,6,2,172,Late Opportunity, ,0,,0,0,VL,D-OT,T ,0,94570633,YES,1,0,  ,1,262,1,3,3, ,777,6,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,4,Standard,0,SFO,900,LHR,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,166,0,,4/8/2023 10:28,,4/7/2023 16:00,,,Hubs,5/22/2023 1:30,262,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 13:14,4/7/2023 20:14,4/7/2023,-11,G7,,UA,LHR,900,4/7/2023,4/7/2023,4/7/2023 13:25,4/7/2023 20:25,4/7/2023,LHR,United,1284,477.75,2376,938,4423,1248.75,8243,1796.7,,155,0,,8824,0,Unknown,8422,0,After_Door_Close,,,157,,3,14,0,130,13,1,0,262,61,1,5,5,7,26,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,4:00 PM,16,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,262,262,Fri,0
ML,UA,871,4/7/2023,SFO,SFO,TPE,TPE,B777-300,B777-300,G12,4/7/2023 21:00,,4/8/2023 18:45,4/7/2023 14:00,S,17,81,404,Late Opportunity, ,0,,0,0,NW,Late,O ,0,94570681,YES,1,0,  ,0,348,0,1,1, ,773,17,Defect - Customer,Process - controllable,NW - Centralized Load Planning/ Weight and Balance,203,Standard,1,SFO,955,TLV,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,524,0,,4/8/2023 20:06,,4/7/2023 14:30,,,Hubs,5/22/2023 1:30,339,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 5:16,4/7/2023 12:16,4/7/2023,-44,G10,,UA,TLV,955,4/7/2023,4/7/2023,4/7/2023 6:00,4/7/2023 13:00,4/7/2023,TLV,United,15578,560,21461,946,24258,1333.25,28534,1722,,510,109,,3955,1188,Ballast,28788,0,Boarding_Start,Aircraft_Door_Close,After_Door_Close,382,,234,6,0,137,239,3,0,348,0,0,5,5,5,32,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,348,Fri,0
ML,UA,968,4/7/2023,SFO,SFO,AMS,AMS,B777-200,B777-200,G5,4/7/2023 21:35,,4/8/2023 10:20,4/7/2023 14:35,S,35,19,176,Late Opportunity, ,0,,0,0,XK,Late,T ,0,94570708,YES,0,0,  ,0,245,0,1,1, ,777,35,Defect - Customer,ATC,XK - Aircraft Late at Gate Due to Gate Availability,67,Standard,0,SFO,1312,EWR,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,143,0,,4/8/2023 10:42,,4/7/2023 15:30,,,Hubs,5/22/2023 1:30,240,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 12:12,4/7/2023 19:12,4/7/2023,33,F19,,UA,EWR,1312,4/7/2023,4/7/2023,4/7/2023 11:39,4/7/2023 18:39,4/7/2023,EWR,United,1647,468,2542,739,3602,958,7665,1153.6,,5,0,,10747,0,A/C Tow,9892,0,Tow_Compliance,MRD_Upload,Caterers_Off,119,,21,1,5,92,26,0,0,245,53,1,5,3,7,23,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,245,Fri,0
ML,UA,96,4/7/2023,SFO,SFO,BNE,BNE,B787-8,B787-8,G2,4/8/2023 6:55,,4/9/2023 6:40,4/7/2023 23:55,S,14,64,180,Late Opportunity, ,0,4/8/2023 6:55,0,0,NW,Late,O ,0,94570725,YES,0,4,  ,0,156,0,3,2, ,788,14,Defect - Customer,Process - controllable,NW - Centralized Load Planning/ Weight and Balance,106,Standard,0,SFO,97,BNE,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,1057,0,,4/9/2023 7:41,,4/8/2023 0:15,,,Hubs,5/22/2023 1:30,141,D-I,Non-MST,,,,,,,4/7/2023,4/7/2023 6:18,4/7/2023 13:18,4/7/2023,-17,G6,,UA,BNE,97,4/7/2023,4/7/2023,4/7/2023 6:35,4/7/2023 13:35,4/7/2023,BNE,United,15485,705,19722,1266,22931,1788.5,25837,2225,,14,17,,14068,250,Ballast,26065,0,Cargo_Door_Close,Aircraft_Door_Close,,223,,170,1,7,43,179,5,0,156,0,0,5,5,11,28,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,11:00 PM,23,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/7/2023,0,Apr,2023,0,156,Fri,0
ML,UA,1271,4/8/2023,SFO,SFO,MEX,MEX,A320-200,A320-200,E10,4/8/2023 17:44,,4/8/2023 16:15,4/8/2023 10:44,S,-1,-26,78,On-Time Opportunity, ,1,,0,1,  ,OT,T ,0,94570851,YES,3,0,  ,1,147,0,4,4, ,320,0,On-time Defect - Customer,,,14,Standard,2,SFO,1763,MCI,0,Z3,Z3,,,,,1,1,,,,,,,,,,1,,Arrived,76,0,,4/8/2023 15:47,,4/8/2023 10:44,,,Hubs,5/22/2023 1:31,147,D-I,Non-MST,,,,,,,4/8/2023,4/8/2023 9:28,4/8/2023 16:28,4/8/2023,0,E10,,UA,MCI,1763,4/8/2023,4/8/2023,4/8/2023 9:28,4/8/2023 16:28,4/8/2023,MCI,United,509,347,772,622,988,940.5,2638,1303.2,,64,0,,33,49,,2666,0,,,,81,,6,14,0,61,6,0,0,147,16,1,1,1,9,18,,,,,"ATW-Z3,BTW-Z1,SOC-1","ATW-Z3,BTW-Z1,SOC-1",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Include,0,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/8/2023,1,Apr,2023,147,147,Sat,0
ML,UA,1189,4/8/2023,SFO,SFO,SJD,SJD,A320-200,A320-200,F4,4/8/2023 16:05,,4/8/2023 12:18,4/8/2023 9:05,S,-6,10,86,On-Time Opportunity, ,1,,0,1,  ,OT,T ,0,94571173,YES,2,0,  ,2,150,0,4,3, ,320,0,On-time Defect - Customer,,,6,Standard,0,SFO,1240,PHX,0,Z4,Z4,,,,,1,1,,,,,,,,,,1,,Arrived,101,0,,4/8/2023 12:23,,4/8/2023 9:05,,,Hubs,5/22/2023 1:31,149,D-I,Non-MST,,,,,,,4/8/2023,4/8/2023 7:24,4/8/2023 14:24,4/8/2023,-9,F4,,UA,PHX,1240,4/8/2023,4/8/2023,4/8/2023 7:33,4/8/2023 14:33,4/8/2023,PHX,United,1987,390,2409,681,4873,944,5153,1405.6,,0,0,,0,0,,5261,0,,,,87,,5,16,0,62,9,0,0,150,41,1,4,4,10,36,,,,,"ATW-Z4,BTW-Z4,SOC-4","ATW-Z4,BTW-Z4,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Include,0,San Francisco,SYSTEM,SFO,1,1,9:00 AM,9,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/8/2023,1,Apr,2023,150,150,Sat,0
